,name,url,price,spec,exp,cat
71372,Айвазян Татьяна Альбертовна,https://prodoctorov.ru/moskva/vrach/217419-ayvazyan/,8000,Психотерапевт,48,"Высшая категория, Профессор"
71384,Пономарева Елена Валерьевна,https://prodoctorov.ru/moskva/vrach/214301-ponomareva/,6000,"Психиатр, психотерапевт",24,"Высшая категория, Кандидат наук"
71388,Матевосян Степан Нарбеевич,https://prodoctorov.ru/moskva/vrach/385300-matevosyan/,6000,"Психиатр, нарколог, психотерапевт, сексолог",37,"Высшая категория, Профессор"
71389,Морозова Наталья Борисовна,https://prodoctorov.ru/moskva/vrach/29704-morozova/,5000,"Психиатр, психотерапевт",48,"Высшая категория, Доктор наук"
71401,Монасыпова Лилия Ильгизовна,https://prodoctorov.ru/moskva/vrach/215983-monasypova/,6000,"Психиатр, нарколог, психотерапевт",27,"Высшая категория, Кандидат наук"
71404,Филашихин Вячеслав Вячеславович,https://prodoctorov.ru/moskva/vrach/205117-filashihin/,7000,"Психиатр, нарколог, психотерапевт",24,"Высшая категория, Кандидат наук"
71413,Довженко Татьяна Викторовна,https://prodoctorov.ru/moskva/vrach/80724-dovzhenko/,6000,"Психотерапевт, психиатр",44,"Высшая категория, Доктор наук"
71414,Венгер Ольга Евгеньевна,https://prodoctorov.ru/moskva/vrach/476334-venger/,7500,"Психотерапевт, психиатр",30,"Высшая категория, Кандидат наук"
71415,Долгов Сергей Алексеевич,https://prodoctorov.ru/moskva/vrach/63934-dolgov/,4000,Психотерапевт,40,"Высшая категория, Кандидат наук"
71419,Антипова Ольга Сергеевна,https://prodoctorov.ru/moskva/vrach/66600-antipova/,6000,"Психотерапевт, психиатр",23,"1 категория, Кандидат наук"
71427,Петина Татьяна Вячеславовна,https://prodoctorov.ru/moskva/vrach/372227-petina/,3500,"Психотерапевт, психиатр",32,"Высшая категория, Кандидат наук"
71431,Бобров Алексей Евгеньевич,https://prodoctorov.ru/moskva/vrach/25577-bobrov/,15000,"Психиатр, психотерапевт",46,"Высшая категория, Профессор"
71432,Данилова Людмила Юрьевна,https://prodoctorov.ru/moskva/vrach/475216-danilova/,6000,"Психиатр, психотерапевт",24,"Высшая категория, Кандидат наук"
71435,Батищев Владимир Викторович,https://prodoctorov.ru/moskva/vrach/212900-batishev/,6000,"Психиатр, психотерапевт",34,"Высшая категория, Кандидат наук"
71445,Кан Игорь Юльевич,https://prodoctorov.ru/moskva/vrach/62036-kan/,6000,"Сексолог, психиатр, психотерапевт",29,"Высшая категория, Кандидат наук"
71457,Федорова Ирина Васильевна,https://prodoctorov.ru/moskva/vrach/364350-fedorova/,5000,"Анестезиолог-реаниматолог, психиатр, психотерапевт",48,"Высшая категория, Кандидат наук"
71464,Юсан Елена Викторовна,https://prodoctorov.ru/moskva/vrach/929799-yusan/,6000,"Психиатр, психотерапевт",25,"Высшая категория, Кандидат наук"
71467,Никифоров Игорь Анатольевич,https://prodoctorov.ru/moskva/vrach/165022-nikiforov/,8000,"Психотерапевт, нарколог, психиатр",45,"Высшая категория, Профессор"
71469,Максимова Мария Юрьевна,https://prodoctorov.ru/moskva/vrach/456918-maksimova/,0,"Психиатр, психотерапевт",26,"Высшая категория, Кандидат наук"
71472,Кикта Сергей Викторович,https://prodoctorov.ru/moskva/vrach/208978-kikta/,0,"Психотерапевт, психиатр, нарколог",41,"Высшая категория, Кандидат наук"
71484,Гончарова Екатерина Михайловна,https://prodoctorov.ru/moskva/vrach/366906-goncharova/,0,"Психиатр, нарколог, психотерапевт",15,"1 категория, Кандидат наук"
71505,Кучинов Александр Иванович,https://prodoctorov.ru/moskva/vrach/370567-kuchinov/,0,Психотерапевт,41,"Высшая категория, Кандидат наук"
71538,Ермошин Андрей Фёдорович,https://prodoctorov.ru/moskva/vrach/887548-ermoshin/,0,Психотерапевт,40,"Высшая категория, Кандидат наук"
71540,Слюсарев Артём Сергеевич,https://prodoctorov.ru/moskva/vrach/158653-slyusarev/,0,"Психиатр, психотерапевт",18,"Высшая категория, Кандидат наук"
71553,Махов Михаил Александрович,https://prodoctorov.ru/moskva/vrach/258661-mahov/,0,Психотерапевт,23,"1 категория, Кандидат наук"
71556,Аронов Павел Владимирович,https://prodoctorov.ru/moskva/vrach/216587-aronov/,0,"Психиатр, нарколог, психолог, психотерапевт",19,"Высшая категория, Кандидат наук"
71568,Козловский Владимир Анатольевич,https://prodoctorov.ru/moskva/vrach/220856-kozlovskiy/,0,"Невролог, психотерапевт, физиотерапевт",39,"Высшая категория, Кандидат наук"
71609,Литвинов Александр Викторович,https://prodoctorov.ru/moskva/vrach/218733-litvinov/,4500,"Психиатр, детский психиатр, психотерапевт",43,"Высшая категория, Кандидат наук"
71614,Кондратьева Майя Сергеевна,https://prodoctorov.ru/moskva/vrach/287593-kondrateva/,4280,"Психиатр, психотерапевт",29,"Высшая категория, Кандидат наук"
71637,Никитина Таисия Евгеньевна,https://prodoctorov.ru/moskva/vrach/220387-nikitina/,0,"Психиатр, психотерапевт",27,"1 категория, Кандидат наук"
71645,Гуров Александр Владимирович,https://prodoctorov.ru/moskva/vrach/703199-gurov/,0,"Нарколог, психиатр, психотерапевт",15,"1 категория, Кандидат наук"
71657,Наркевич Екатерина Михайловна,https://prodoctorov.ru/moskva/vrach/211563-narkevich/,0,"Психотерапевт, детский психиатр, нарколог, психиатр",33,"Высшая категория, Кандидат наук"
71692,Калинина Елена Андреевна,https://prodoctorov.ru/moskva/vrach/199438-kalinina/,0,"Нарколог, психиатр, психотерапевт",37,"Высшая категория, Кандидат наук"
71706,Емельянова Ирина Николаевна,https://prodoctorov.ru/moskva/vrach/662038-emelyanova/,0,"Психиатр, психотерапевт",38,"Высшая категория, Кандидат наук"
71717,Исмаилова Сабина Фархадовна,https://prodoctorov.ru/moskva/vrach/463153-ismailova/,0,"Психиатр, психотерапевт",28,"1 категория, Кандидат наук"
71746,Этингоф Анна Михайловна,https://prodoctorov.ru/moskva/vrach/323609-etingof/,0,"Психиатр, психотерапевт",29,"Высшая категория, Кандидат наук"
71747,Ечеистов Владимир Владимирович,https://prodoctorov.ru/moskva/vrach/66445-echeistov/,0,"Психиатр, нарколог, психотерапевт",44,"Высшая категория, Кандидат наук"
71749,Единарова Ирина Евгеньевна,https://prodoctorov.ru/moskva/vrach/95091-edinarova/,0,"Психиатр, психотерапевт",16,"Высшая категория, Кандидат наук"
71753,Бородин Владимир Иванович,https://prodoctorov.ru/moskva/vrach/219028-borodin/,0,"Психиатр, психотерапевт",37,"Высшая категория, Доктор наук"
71758,Щербаков Сергей Иванович,https://prodoctorov.ru/moskva/vrach/218180-sherbakov/,0,"Психиатр, психотерапевт",33,"Высшая категория, Кандидат наук"
71759,Кусакин Виктор Анатольевич,https://prodoctorov.ru/moskva/vrach/621083-kusakin/,0,"Психиатр, психотерапевт",39,"Высшая категория, Кандидат наук"
71769,Канарейкина Ирина Леонидовна,https://prodoctorov.ru/moskva/vrach/227477-kanaryaykina/,0,"Невролог, психотерапевт",31,"Высшая категория, Кандидат наук"
71771,Соломко Александр Петрович,https://prodoctorov.ru/moskva/vrach/256962-solomko/,0,"Нарколог, психиатр, психотерапевт",37,"Высшая категория, Кандидат наук"
71774,Бобина Людмила Анатольевна,https://prodoctorov.ru/moskva/vrach/357359-bobina/,0,"Невролог, психотерапевт",42,"Высшая категория, Кандидат наук"
71775,Шокина Елена Владимировна,https://prodoctorov.ru/moskva/vrach/217513-shokina/,6000,"Психиатр, психотерапевт",49,"Высшая категория, Кандидат наук"
71777,Колобов Вадим Вячеславович,https://prodoctorov.ru/moskva/vrach/133852-kolobov/,0,"Психотерапевт, нарколог, психиатр, рефлексотерапевт",51,"Высшая категория, Кандидат наук"
71779,Савонова Ирина Владимировна,https://prodoctorov.ru/moskva/vrach/363061-savonova/,0,"Психиатр, психотерапевт",28,"Высшая категория, Кандидат наук"
71783,Житловский Вениамин Ефимович,https://prodoctorov.ru/moskva/vrach/215206-zhitlovskiy/,0,"Психиатр, детский психиатр, психотерапевт",46,"Высшая категория, Кандидат наук"
71794,Бледных Игорь Алексеевич,https://prodoctorov.ru/moskva/vrach/217374-blednyh/,0,"Психотерапевт, нарколог, невролог",53,"Высшая категория, Кандидат наук"
71799,Потапова Татьяна Федоровна,https://prodoctorov.ru/moskva/vrach/172763-potapova/,0,Психотерапевт,42,"1 категория, Кандидат наук"
71810,Авфуков Андрей Владимирович,https://prodoctorov.ru/moskva/vrach/258552-avfukov/,0,"Психиатр, нарколог, психотерапевт",22,"Высшая категория, Кандидат наук"
71811,Агибалова Татьяна Васильевна,https://prodoctorov.ru/moskva/vrach/370473-agibalova/,0,"Психиатр, нарколог, психотерапевт",23,"Высшая категория, Профессор"
71826,Баранова Екатерина Владимировна,https://prodoctorov.ru/moskva/vrach/712621-baranova/,0,"Психолог, нарколог, психиатр, психотерапевт",25,"Высшая категория, Кандидат наук"
71833,Бердышева Татьяна Анатольевна,https://prodoctorov.ru/moskva/vrach/931124-berdysheva/,0,"Остеопат, детский остеопат, психотерапевт",23,"1 категория, Кандидат наук"
71842,Бунькова Ксения Михайловна,https://prodoctorov.ru/moskva/vrach/890463-bunkova/,0,"Психиатр, психотерапевт",25,"Высшая категория, Кандидат наук"
71858,Гаврилов Михаил Алексеевич,https://prodoctorov.ru/moskva/vrach/854979-gavrilov/,0,"Психиатр, диетолог, нутрициолог, психотерапевт",24,"Высшая категория, Кандидат наук"
71865,Гилод Вадим Моисеевич,https://prodoctorov.ru/moskva/vrach/218945-gilod/,0,"Психиатр, психотерапевт",43,"Высшая категория, Кандидат наук"
71903,Захаров Роман Иванович,https://prodoctorov.ru/moskva/vrach/543636-zaharov/,0,Психотерапевт,37,"Высшая категория, Кандидат наук"
71910,Игумнов Сергей Александрович,https://prodoctorov.ru/moskva/vrach/288959-igumnov/,0,"Психиатр, нарколог, психотерапевт",33,"Высшая категория, Профессор"
71928,Колов Сергей Александрович,https://prodoctorov.ru/moskva/vrach/223268-kolov/,0,"Сексолог, психотерапевт",34,"Высшая категория, Доктор наук"
71933,Корабельникова Елена Александровна,https://prodoctorov.ru/moskva/vrach/63971-korabelnikova/,0,Психотерапевт,0,"Высшая категория, Профессор"
71939,Кошелева Татьяна Станиславовна,https://prodoctorov.ru/moskva/vrach/418055-kosheleva/,0,"Психиатр, нарколог, психотерапевт",30,"Высшая категория, Кандидат наук"
71940,Кошелев Всеволод Владимирович,https://prodoctorov.ru/moskva/vrach/93002-koshelev/,0,"Психиатр, врач общей практики, психотерапевт",23,"Высшая категория, Доктор наук"
71948,Кулеш Нэля Семёновна,https://prodoctorov.ru/moskva/vrach/543637-kulesh/,0,"Психотерапевт, гипнолог, невролог",31,"Высшая категория, Профессор"
71952,Кутанина Ольга Михайловна,https://prodoctorov.ru/moskva/vrach/221541-kutanina/,0,Психотерапевт,27,"Высшая категория, Кандидат наук"
71970,Малаховский Владимир Владимирович,https://prodoctorov.ru/moskva/vrach/385053-malahovskiy/,0,"Остеопат, мануальный терапевт, невролог, психотерапевт, рефлексотерапевт",29,"Высшая категория, Доктор наук"
71971,Малыгин Владимир Леонидович,https://prodoctorov.ru/moskva/vrach/218643-malygin/,0,"Психиатр, психотерапевт",44,"Высшая категория, Доктор наук"
71978,Масихина Светлана Николаевна,https://prodoctorov.ru/moskva/vrach/161111-masihina/,0,"Психиатр, психотерапевт",28,"Высшая категория, Кандидат наук"
71993,Михайлов Михаил Альбертович,https://prodoctorov.ru/moskva/vrach/173282-mihaylov/,6000,"Нарколог, психиатр, психотерапевт",37,"Высшая категория, Доктор наук"
72033,Салынцев Игорь Всеволодович,https://prodoctorov.ru/moskva/vrach/848173-salyncev/,0,"Психотерапевт, гипнолог, психиатр",43,"Высшая категория, Кандидат наук"
72041,Соколов Евгений Юрьевич,https://prodoctorov.ru/moskva/vrach/258884-sokolov/,0,"Психотерапевт, невролог",45,"Высшая категория, Кандидат наук"
72094,Ширшова Марина Борисовна,https://prodoctorov.ru/moskva/vrach/1018783-shirshova/,0,Психотерапевт,43,"Высшая категория, Кандидат наук"
72102,Войнилович Сергей Вячеславович,https://prodoctorov.ru/moskva/vrach/859002-voynilovich/,2170,"Терапевт, пульмонолог",26,"Высшая категория, Кандидат наук"
72122,Ильина Элла Андреевна,https://prodoctorov.ru/moskva/vrach/634281-ilina/,4100,"Пульмонолог, аллерголог, иммунолог, терапевт",23,"Высшая категория, Кандидат наук"
72133,Жуковская Татьяна Аскольдовна,https://prodoctorov.ru/moskva/vrach/875567-zhukovskaya/,2000,"Фтизиатр, врач общей практики, кардиолог, невролог, пульмонолог, терапевт",34,"Высшая категория, Доктор наук"
72134,Нечаев Михаил Николаевич,https://prodoctorov.ru/moskva/vrach/858539-nechaev/,2800,"Пульмонолог, иммунолог, терапевт",25,"Высшая категория, Кандидат наук"
72138,Поликанова Елена Борисовна,https://prodoctorov.ru/moskva/vrach/87079-polikanova/,3500,"Терапевт, пульмонолог",26,"Высшая категория, Кандидат наук"
72143,Глушко Раиса Александровна,https://prodoctorov.ru/moskva/vrach/64897-glushko/,4500,"Терапевт, пульмонолог",62,"Высшая категория, Кандидат наук"
72152,Князев Алексей Николаевич,https://prodoctorov.ru/moskva/vrach/220629-knyazev/,2100,"Терапевт, гастроэнтеролог, кардиолог, пульмонолог",7,"Высшая категория, Кандидат наук"
72154,Сафина Айгуль Зиннуровна,https://prodoctorov.ru/moskva/vrach/208520-safina/,4600,"Терапевт, пульмонолог, ревматолог",26,"Высшая категория, Кандидат наук"
72155,Воронова Наталья Анатольевна,https://prodoctorov.ru/moskva/vrach/378119-voronova/,2100,"Терапевт, аллерголог, гастроэнтеролог, кардиолог, пульмонолог",16,"Высшая категория, Кандидат наук"
72156,Гасанова Динара Разахановна,https://prodoctorov.ru/moskva/vrach/955033-gasanova/,2100,"Терапевт, гастроэнтеролог, кардиолог, пульмонолог",25,"Высшая категория, Кандидат наук"
72164,Чикина Светлана Юрьевна,https://prodoctorov.ru/moskva/vrach/33353-chikina/,3500,Пульмонолог,35,"Высшая категория, Кандидат наук"
72167,Тугова Юлия Евгеньевна,https://prodoctorov.ru/moskva/vrach/287241-tugova/,5000,"Терапевт, пульмонолог",35,"Высшая категория, Кандидат наук"
72172,Соколова Наталья Ивановна,https://prodoctorov.ru/moskva/vrach/86299-sokolova/,2320,Пульмонолог,46,"Высшая категория, Кандидат наук"
72178,Аверьянов Александр Вячеславович,https://prodoctorov.ru/moskva/vrach/33354-averyanov/,17000,Пульмонолог,35,"Высшая категория, Профессор"
72198,Юренев Георгий Леонидович,https://prodoctorov.ru/moskva/vrach/802948-yurenev/,7000,"Пульмонолог, терапевт",37,"Высшая категория, Профессор"
72223,Григоренко Елена Владимировна,https://prodoctorov.ru/moskva/vrach/216337-grigorenko/,0,Пульмонолог,44,"Высшая категория, Кандидат наук"
72231,Доценко Алла Владимировна,https://prodoctorov.ru/moskva/vrach/973742-docenko/,3000,"Кардиолог, пульмонолог, ревматолог, терапевт",20,"Высшая категория, Кандидат наук"
72238,Осипова Галина Леонидовна,https://prodoctorov.ru/moskva/vrach/78252-osipova/,0,"Аллерголог, иммунолог, пульмонолог",41,"Высшая категория, Доктор наук"
72261,Нефедова Марина Николаевна,https://prodoctorov.ru/moskva/vrach/76949-nefedova/,0,Пульмонолог,30,"Высшая категория, Кандидат наук"
72263,Забарская Наталья Алексеевна,https://prodoctorov.ru/moskva/vrach/28320-zabarskaya/,0,"Онколог, маммолог, пульмонолог",36,"Высшая категория, Кандидат наук"
72279,Хорошун Елена Владимировна,https://prodoctorov.ru/moskva/vrach/292593-horoshun/,0,"Терапевт, инфекционист, пульмонолог",29,"Высшая категория, Кандидат наук"
72298,Корвяков Сергей Александрович,https://prodoctorov.ru/moskva/vrach/206645-korvyakov/,0,"Пульмонолог, сомнолог",22,"Высшая категория, Кандидат наук"
72310,Матько Лариса Юрьевна,https://prodoctorov.ru/moskva/vrach/203935-matko/,0,"Пульмонолог, гастроэнтеролог, терапевт",37,"Высшая категория, Кандидат наук"
72313,Кокина Наталья Ивановна,https://prodoctorov.ru/moskva/vrach/364940-kokina/,0,Пульмонолог,43,"Высшая категория, Кандидат наук"
72314,Назаралиева Замира Кагидовна,https://prodoctorov.ru/moskva/vrach/783655-nazaralieva/,0,"Терапевт, пульмонолог",24,"Высшая категория, Кандидат наук"
72315,Демидова Галина Викторовна,https://prodoctorov.ru/moskva/vrach/361842-demidova/,0,Пульмонолог,5,"Высшая категория, Кандидат наук"
72316,Безлепко Александр Викторович,https://prodoctorov.ru/moskva/vrach/257023-bezlepko/,0,Пульмонолог,43,"Высшая категория, Кандидат наук"
72317,Куклина Галина Михайловна,https://prodoctorov.ru/moskva/vrach/662687-kuklina/,0,Пульмонолог,0,"Высшая категория, Кандидат наук"
72319,Рощина Татьяна Викторовна,https://prodoctorov.ru/moskva/vrach/364943-roshina/,0,Пульмонолог,31,"Высшая категория, Кандидат наук"
72328,Евдокимова Светлана Анатольевна,https://prodoctorov.ru/moskva/vrach/179256-evdokimova/,0,Пульмонолог,24,"Высшая категория, Кандидат наук"
72330,Макарова Марина Алексеевна,https://prodoctorov.ru/moskva/vrach/214645-makarova/,0,Пульмонолог,20,"Высшая категория, Кандидат наук"
72341,Ковалевская Марина Николаевна,https://prodoctorov.ru/moskva/vrach/486668-kovalevskaya/,0,Пульмонолог,40,"Высшая категория, Кандидат наук"
72345,Попова Юлия Николаевна,https://prodoctorov.ru/moskva/vrach/116169-popova/,0,Пульмонолог,0,"Высшая категория, Кандидат наук"
72354,Смотрова Анастасия Александровна,https://prodoctorov.ru/moskva/vrach/725989-smotrova/,0,Пульмонолог,19,"Высшая категория, Кандидат наук"
72360,Мокринский Юрий Александрович,https://prodoctorov.ru/moskva/vrach/223861-mokrinskiy/,0,"Кардиолог, пульмонолог, терапевт",47,"Высшая категория, Кандидат наук"
72363,Сенькина Татьяна Ивановна,https://prodoctorov.ru/moskva/vrach/204320-senkina/,8100,"Фтизиатр, детский пульмонолог, пульмонолог",36,"Высшая категория, Кандидат наук"
72373,Зарянова Елена Алексеевна,https://prodoctorov.ru/moskva/vrach/376698-zaryanova/,0,"Пульмонолог, сомнолог, функциональный диагност",32,"Высшая категория, Кандидат наук"
72377,Буклис Эльвира Рифовна,https://prodoctorov.ru/moskva/vrach/364942-buklis/,0,Пульмонолог,37,"Высшая категория, Кандидат наук"
72382,Тараканов Александр Александрович,https://prodoctorov.ru/moskva/vrach/206801-tarakanov/,0,"Терапевт, аллерголог, врач общей практики, кардиолог, пульмонолог",38,"Высшая категория, Кандидат наук"
72387,Юдин Александр Александрович,https://prodoctorov.ru/moskva/vrach/365068-yudin/,0,"Аллерголог, иммунолог, пульмонолог",22,"Высшая категория, Кандидат наук"
72392,Олейниченко Екатерина Викторовна,https://prodoctorov.ru/moskva/vrach/286191-olyaynichenko/,0,Пульмонолог,31,"Высшая категория, Кандидат наук"
72395,Скребкова Людмила Дмитриевна,https://prodoctorov.ru/moskva/vrach/856373-skrebkova/,0,Пульмонолог,46,"Высшая категория, Кандидат наук"
72403,Швайко Светлана Николаевна,https://prodoctorov.ru/moskva/vrach/306466-shvayko/,0,"Пульмонолог, терапевт",32,"Высшая категория, Кандидат наук"
72417,Каган Лилия Гилельевна,https://prodoctorov.ru/moskva/vrach/60133-kagan/,0,Пульмонолог,35,"Высшая категория, Кандидат наук"
72430,Афлятунова Светлана Фанильевна,https://prodoctorov.ru/moskva/vrach/244266-aflyatunova/,0,Пульмонолог,18,"Высшая категория, Кандидат наук"
72436,Биличенко Татьяна Николаевна,https://prodoctorov.ru/moskva/vrach/508846-bilichenko/,0,Пульмонолог,45,"Высшая категория, Доктор наук"
72444,Вахрушкина Ольга Евгеньевна,https://prodoctorov.ru/moskva/vrach/57988-vahrushkina/,0,Пульмонолог,22,"1 категория, Кандидат наук"
72446,Владимирова Елена Борисовна,https://prodoctorov.ru/moskva/vrach/940506-vladimirova/,0,Пульмонолог,0,"1 категория, Кандидат наук"
72447,Волкова Татьяна Николаевна,https://prodoctorov.ru/moskva/vrach/779284-volkova/,2500,"Терапевт, врач общей практики, пульмонолог, реабилитолог, фтизиатр",42,"Высшая категория, Доктор наук"
72467,Заребмо Наталья Васильевна,https://prodoctorov.ru/moskva/vrach/457719-zarebmo/,0,Пульмонолог,28,"Высшая категория, Кандидат наук"
72476,Касимцева Светлана Александровна,https://prodoctorov.ru/moskva/vrach/940505-kasimceva/,0,Пульмонолог,0,"1 категория, Кандидат наук"
72496,Мазаева Лариса Алексеевна,https://prodoctorov.ru/moskva/vrach/292806-mazaeva/,0,"Пульмонолог, функциональный диагност",41,"Высшая категория, Кандидат наук"
72497,Макарова Наталья Владимировна,https://prodoctorov.ru/moskva/vrach/970762-makarova/,0,Пульмонолог,19,"Высшая категория, Кандидат наук"
72517,Петрук Наталья Ивановна,https://prodoctorov.ru/moskva/vrach/204421-petruk/,0,"Педиатр, пульмонолог",37,"Высшая категория, Кандидат наук"
72527,Семенов Владимир Александрович,https://prodoctorov.ru/moskva/vrach/295946-semenov/,0,Пульмонолог,50,"Высшая категория, Кандидат наук"
72532,Соколова Людмила Борисовна,https://prodoctorov.ru/moskva/vrach/528981-sokolova/,0,Пульмонолог,41,"Высшая категория, Кандидат наук"
72537,Титова Ирина Николаевна,https://prodoctorov.ru/moskva/vrach/369235-titova/,0,"Профпатолог, пульмонолог",33,"Высшая категория, Кандидат наук"
72545,Цветкова Ольга Александровна,https://prodoctorov.ru/moskva/vrach/364286-cvetkova/,0,Пульмонолог,0,"Высшая категория, Доктор наук"
72549,Шарапова Наталья Владимировна,https://prodoctorov.ru/moskva/vrach/707301-sharapova/,0,"Пульмонолог, терапевт",18,"1 категория, Кандидат наук"
72553,Щербакова Анна Александровна,https://prodoctorov.ru/moskva/vrach/382034-sherbakova/,0,Пульмонолог,44,"Высшая категория, Кандидат наук"
72559,Румянцев Павел Олегович,https://prodoctorov.ru/moskva/vrach/288879-rumyancev/,7000,"Онколог, радиолог",30,"Высшая категория, Доктор наук"
72564,Алиханов Алихан Амруллахович,https://prodoctorov.ru/moskva/vrach/281601-alihanov/,10000,"Рентгенолог, радиолог",31,"Высшая категория, Доктор наук"
72579,Маслов Алексей Леонидович,https://prodoctorov.ru/moskva/vrach/931070-maslov/,0,"Рентгенолог, радиолог",24,"Высшая категория, Кандидат наук"
72590,Крейнина Юлия Михайловна,https://prodoctorov.ru/moskva/vrach/226424-kryaynina/,0,"Радиолог, онколог",0,"Высшая категория, Доктор наук"
72593,Булгакова Евгения Сергеевна,https://prodoctorov.ru/moskva/vrach/204040-bulgakova/,0,"Офтальмолог (окулист), радиолог",24,"Высшая категория, Кандидат наук"
72594,Саакян Светлана Владимировна,https://prodoctorov.ru/moskva/vrach/136289-saakyan/,0,"Офтальмолог (окулист), радиолог",45,"Высшая категория, Профессор"
72596,Серяков Александр Павлович,https://prodoctorov.ru/moskva/vrach/351049-seryakov/,0,"Онколог, гематолог, радиолог",33,"Высшая категория, Профессор"
72603,Яровой Андрей Александрович,https://prodoctorov.ru/moskva/vrach/135162-yarovoy/,0,"Офтальмолог (окулист), онколог, радиолог",31,"Высшая категория, Доктор наук"
72607,Шевченко Людмила Николаевна,https://prodoctorov.ru/moskva/vrach/370962-shevchenko/,0,Радиолог,24,"Высшая категория, Кандидат наук"
72614,Кандакова Елена Юрьевна,https://prodoctorov.ru/moskva/vrach/370671-kandakova/,0,"Радиолог, онколог",0,"Высшая категория, Доктор наук"
72648,Кривоносов Павел Владимирович,https://prodoctorov.ru/moskva/vrach/667050-krivonosov/,0,"Рентгенолог, радиолог",13,"2 категория, Кандидат наук"
72656,Петровский Владимир Юрьевич,https://prodoctorov.ru/moskva/vrach/370963-petrovskiy/,0,"Радиолог, онколог",0,"Высшая категория, Кандидат наук"
72658,Нечеснюк Алексей Владимирович,https://prodoctorov.ru/moskva/vrach/662963-nechesnyuk/,0,Радиолог,29,"Высшая категория, Кандидат наук"
72666,Бычкова Наталья Михайловна,https://prodoctorov.ru/moskva/vrach/525200-bychkova/,0,Радиолог,25,"Высшая категория, Кандидат наук"
72667,Гришина Юлия Александровна,https://prodoctorov.ru/moskva/vrach/714294-grishina/,0,Радиолог,23,"Высшая категория, Кандидат наук"
72669,Паньшин Георгий Александрович,https://prodoctorov.ru/moskva/vrach/370670-panshin/,0,"Радиолог, онколог",53,"Высшая категория, Профессор"
72678,Синицын Валентин Евгеньевич,https://prodoctorov.ru/moskva/vrach/281188-sinicyn/,0,"Рентгенолог, радиолог",39,"Высшая категория, Доктор наук"
72679,Сотников Владимир Михайлович,https://prodoctorov.ru/moskva/vrach/485333-sotnikov/,0,"Радиолог, онколог",0,"Высшая категория, Профессор"
72681,Леонтьев Алексей Викторович,https://prodoctorov.ru/moskva/vrach/525307-leontev/,0,Радиолог,22,"1 категория, Кандидат наук"
72683,Малахова Мария Владимировна,https://prodoctorov.ru/moskva/vrach/280723-malahova/,0,"Рентгенолог, радиолог",11,"Высшая категория, Кандидат наук"
72687,Соков Николай Николаевич,https://prodoctorov.ru/moskva/vrach/297412-sokov/,0,Радиолог,42,"Высшая категория, Кандидат наук"
72690,Титова Вера Алексеевна,https://prodoctorov.ru/moskva/vrach/370669-titova/,0,"Радиолог, онколог",0,"Высшая категория, Профессор"
72697,Табакман Юрий Юрьевич,https://prodoctorov.ru/moskva/vrach/32493-tabakman/,0,Радиолог,58,"Высшая категория, Кандидат наук"
72698,Шеремета Марина Сергеевна,https://prodoctorov.ru/moskva/vrach/288921-sheremeta/,0,"Эндокринолог, радиолог",20,"Высшая категория, Кандидат наук"
72718,Болтенко Александра Ивановна,https://prodoctorov.ru/moskva/vrach/352421-boltenko/,0,Радиолог,34,"Высшая категория, Кандидат наук"
72724,Вахрамеева Анастасия Юрьевна,https://prodoctorov.ru/moskva/vrach/365923-vahrameeva/,0,"Радиолог, функциональный диагност",19,"Высшая категория, Кандидат наук"
72726,Виноградова Любовь Валерьевна,https://prodoctorov.ru/moskva/vrach/460290-vinogradova/,0,Радиолог,31,"Высшая категория, Кандидат наук"
72740,Дубовецкая Оксана Борисовна,https://prodoctorov.ru/moskva/vrach/714303-duboveckaya/,0,Радиолог,23,"Высшая категория, Кандидат наук"
72741,Дунаева Елена Анатольевна,https://prodoctorov.ru/moskva/vrach/460031-dunaeva/,0,Радиолог,29,"Высшая категория, Кандидат наук"
72748,Зелинская Наталья Ивановна,https://prodoctorov.ru/moskva/vrach/936105-zelinskaya/,0,Радиолог,51,"Высшая категория, Кандидат наук"
72749,Знаменский Игорь Альбертович,https://prodoctorov.ru/moskva/vrach/419664-znamenskiy/,0,Радиолог,35,"Высшая категория, Доктор наук"
72752,Измайлов Тимур Раисович,https://prodoctorov.ru/moskva/vrach/485334-izmaylov/,0,"Радиолог, онколог",24,"Высшая категория, Доктор наук"
72755,Каралкин Анатолий Васильевич,https://prodoctorov.ru/moskva/vrach/361791-karalkin/,0,"Радиолог, врач УЗИ",50,"Высшая категория, Профессор"
72779,Лазутина Татьяна Николаевна,https://prodoctorov.ru/moskva/vrach/466728-lazutina/,0,Радиолог,21,"1 категория, Кандидат наук"
72788,Мигунова Екатерина Валентиновна,https://prodoctorov.ru/moskva/vrach/307446-migunova/,0,Радиолог,29,"Высшая категория, Кандидат наук"
72791,Морозова Светлана Вячеславовна,https://prodoctorov.ru/moskva/vrach/466733-morozova/,0,Радиолог,29,"Высшая категория, Кандидат наук"
72793,Назаренко Алексей Витальевич,https://prodoctorov.ru/moskva/vrach/136103-nazarenko/,0,"Онколог, радиолог",25,"Высшая категория, Кандидат наук"
72804,Пархоменко Роман Алексеевич,https://prodoctorov.ru/moskva/vrach/370679-parhomenko/,0,"Врач УЗИ, детский онколог, радиолог",34,"Высшая категория, Доктор наук"
